Timestamp_s,ID,Extended,RTR,Length,D0,D1,D2,D3,D4,D5,D6,D7
0.405818,918,0,0,8,217,152,1,70,253,111,253,111
0.406744,914,0,0,8,217,152,1,70,253,111,253,111
0.415972,1082,0,0,8,253,62,191,255,255,255,255,255
0.417854,915,0,0,8,0,0,0,0,0,0,0,0
0.418315,299,0,0,1,3,,,,,,,
0.419285,802,0,0,8,2,155,0,0,55,255,255,255
0.420267,925,0,0,8,45,0,0,0,0,0,0,0
0.420809,761,0,0,2,0,0,,,,,,
0.425817,827,0,0,8,41,255,3,150,0,0,0,0
0.426795,729,0,0,8,0,0,0,47,0,0,0,0
0.435914,726,0,0,8,0,0,0,0,0,0,0,0
0.438680,767,0,0,8,0,144,0,0,255,255,255,255
0.439689,792,0,0,8,0,0,0,0,0,0,255,0
0.445826,918,0,0,8,217,152,1,70,253,111,253,111
0.446752,914,0,0,8,217,152,1,70,253,111,253,111
0.448690,590,0,0,8,255,255,16,0,0,0,90,90
0.449656,594,0,0,8,3,0,16,15,128,7,127,139
0.458066,915,0,0,8,0,0,0,0,0,0,0,0
0.459047,707,0,0,8,0,0,0,0,0,0,255,0
0.465869,729,0,0,8,0,0,0,47,0,0,0,0
0.468903,448,0,0,6,0,0,0,128,0,4,,
0.478333,290,0,0,4,4,2,0,0,,,,
0.485868,918,0,0,8,217,152,1,70,253,111,253,111
0.486795,914,0,0,8,217,152,1,70,253,111,253,111
0.488643,736,0,0,8,64,192,0,255,89,94,97,94
0.489997,992,0,0,8,2,52,49,57,0,0,0,0
0.498170,915,0,0,8,0,0,0,0,0,0,0,0
0.505882,729,0,0,8,0,0,0,47,0,0,0,0
0.508643,690,0,0,8,255,255,255,0,20,4,255,0
0.512179,1086,0,0,8,253,63,4,15,0,0,0,1
0.517019,299,0,0,1,3,,,,,,,
0.518706,802,0,0,8,2,160,0,0,55,255,255,255
0.525826,827,0,0,8,43,255,3,150,0,0,0,0
0.526753,914,0,0,8,217,152,1,70,253,111,253,111
0.527598,672,0,0,6,0,0,0,0,0,1,,
0.528525,918,0,0,8,217,152,1,70,253,111,253,111
0.535782,560,0,0,8,3,54,54,8,0,0,0,0
0.537556,628,0,0,8,0,0,0,0,0,0,0,0
0.538557,915,0,0,8,0,0,0,0,0,0,0,0
0.539558,767,0,0,8,0,144,0,0,255,255,255,255
0.540524,785,0,0,8,3,254,3,254,3,254,0,0
0.541533,792,0,0,8,0,0,0,0,0,0,255,0
0.545797,846,0,0,8,30,127,30,127,21,31,0,127
0.546771,729,0,0,8,0,0,0,47,0,0,0,0
0.548803,590,0,0,8,255,255,16,0,0,0,90,90
0.549777,594,0,0,8,3,0,16,15,128,7,127,139
0.550748,709,0,0,8,1,91,1,29,5,0,0,0
0.558731,707,0,0,8,0,0,0,0,0,0,255,0
0.559728,820,0,0,8,96,0,0,63,255,252,0,0
0.560400,969,0,0,4,90,50,0,0,,,,
0.561358,1012,0,0,8,17,0,240,32,127,87,5,199
0.563311,828,0,0,8,0,115,1,246,0,0,0,0
0.565848,918,0,0,8,217,152,1,70,253,111,253,111
0.566790,826,0,0,8,21,134,100,127,127,127,127,127
0.567721,914,0,0,8,217,152,1,70,253,111,253,111
0.568801,706,0,0,4,19,136,146,0,,,,
0.569759,710,0,0,8,125,31,17,31,0,179,0,1
0.570745,917,0,0,8,3,255,7,255,0,0,240,0
0.575804,782,0,0,8,68,111,28,191,7,255,7,255
0.577492,720,0,0,6,0,1,0,3,0,67,,
0.578493,915,0,0,8,0,0,0,0,0,0,0,0
0.579172,290,0,0,4,4,2,0,0,,,,
0.580158,562,0,0,8,255,64,0,255,0,0,0,0
0.581086,1010,0,0,8,201,2,91,33,29,32,16,6
0.585903,729,0,0,8,0,0,0,47,0,0,0,0
0.586684,738,0,0,4,0,0,0,0,,,,
0.588794,584,0,0,8,0,0,255,255,255,3,255,255
0.589795,711,0,0,8,1,0,0,0,0,0,0,0
0.590338,825,0,0,2,0,90,,,,,,
0.591272,992,0,0,8,0,49,67,54,83,82,70,72
0.596603,727,0,0,8,32,0,0,0,0,0,0,0
0.598474,456,0,0,4,0,0,0,0,,,,
0.599470,762,0,0,8,0,1,0,24,0,0,0,0
0.600401,813,0,0,8,2,29,2,29,1,167,89,0
0.601352,973,0,0,8,64,0,48,240,252,48,207,63
0.605863,918,0,0,8,217,152,1,70,253,111,253,111
0.606789,914,0,0,8,217,152,1,70,253,111,253,111
0.608728,948,0,0,8,121,239,48,0,0,0,66,0
0.609717,1087,0,0,8,253,1,63,255,255,255,255,255
0.610712,962,0,0,8,1,0,0,0,0,0,0,112
0.611662,1003,0,0,8,67,232,15,80,10,80,10,100
0.616965,299,0,0,1,3,,,,,,,
0.617460,559,0,0,1,0,,,,,,,
0.618622,915,0,0,8,0,0,0,0,0,0,0,0
0.619455,579,0,0,6,0,0,0,0,0,0,,
0.620444,755,0,0,8,0,0,0,0,0,0,0,0
0.621408,802,0,0,8,2,157,0,0,55,255,255,255
0.622413,769,0,0,8,0,0,0,0,0,0,0,0
0.623403,770,0,0,8,0,2,0,0,8,0,0,0
0.624372,906,0,0,8,5,0,0,0,0,0,72,35
0.625054,781,0,0,4,0,0,0,0,,,,
0.626027,729,0,0,8,0,0,0,47,0,0,0,0
0.626635,754,0,0,3,0,0,0,,,,,
0.627499,783,0,0,7,5,10,10,10,10,106,1,
0.628478,791,0,0,8,0,0,0,0,0,64,2,0
0.629436,827,0,0,8,42,255,3,150,0,0,0,0
0.630041,815,0,0,3,200,0,0,,,,,
0.630810,834,0,0,5,0,0,0,0,0,,,
0.631737,848,0,0,8,20,39,12,7,233,11,13,1
0.632683,1002,0,0,8,65,68,62,9,160,196,131,237
0.633673,855,0,0,8,0,0,0,0,0,0,0,0
0.634604,818,0,0,8,0,80,216,80,60,9,255,25
0.635515,876,0,0,8,204,28,47,93,5,139,120,75
0.636505,726,0,0,8,0,0,0,0,0,0,0,0
0.637490,896,0,0,8,0,132,240,192,0,0,0,0
0.638448,897,0,0,8,181,77,62,96,0,4,0,0
0.639375,908,0,0,8,233,7,11,13,17,39,0,19
0.640376,767,0,0,8,0,144,0,0,255,255,255,255
0.641263,923,0,0,8,246,27,47,93,117,139,120,75
0.642265,792,0,0,8,0,0,0,0,0,0,255,0
0.643263,928,0,0,8,0,0,0,0,0,0,0,0
0.644209,1000,0,0,8,81,53,162,123,0,11,142,12
0.645176,1001,0,0,8,1,10,20,0,36,36,0,0
0.646103,918,0,0,8,217,152,1,70,253,111,253,111
0.647030,914,0,0,8,217,152,1,70,253,111,253,111
