ID,Extended,RTR,Length,Data,Count,Timestamps
782,0,0,8,"68,110,28,9,7,255,7,255",15,"0.26213,1.261897,2.261678,3.26163,4.26165,5.261855,6.260818,7.261123,8.260355,9.26046,10.25992,11.259975,12.260033,13.26001,14.258967"
783,0,0,7,"5,10,10,10,10,106,1,",14,"0.388039,1.386574,2.388375,3.386588,4.387309,5.386997,6.387221,7.387096,8.387616,9.387073,10.387635,11.385428,12.385994,13.38534"
785,0,0,8,"3,254,3,254,3,254,0,0",15,"0.296173,1.296451,2.295915,3.29601,4.296071,5.296081,6.295935,7.295965,8.295934,9.29595,10.295962,11.295826,12.295831,13.295941,14.295818"
791,0,0,8,"0,0,0,0,0,64,2,0",14,"0.389972,1.388294,2.389348,3.388245,4.389244,5.388732,6.389155,7.388072,8.38859,9.388049,10.388612,11.387324,12.387896,13.387243"
792,0,0,8,"0,0,0,0,0,0,255,0",143,"0.096108,0.196044,0.297181,0.400123,0.496004,0.59597,0.696014,0.796124,0.896004,0.995967,1.095926,1.1959,1.29746,1.397509,1.495935,1.595917,1.695926,1.795917,1.895927,1.995889,2.095928,2.19591,2.296919,2.397499,2.495921,2.595885,2.69592,2.795933,2.895914,2.995906,3.095936,3.195903,3.297018,3.397554,3.496004,3.596712,3.695964,3.795903,3.895921,3.996001,4.095989,4.196343,4.29708,4.397393,4.496009,4.596079,4.696799,4.796061,4.896065,4.99603,5.096922,5.19604,5.29709,5.398012,5.496084,5.596047,5.696878,5.79603,5.89598,5.995962,6.095955,6.195937,6.29694,6.397323,6.496097,6.596026,6.696035,6.79601,6.896615,6.995964,7.095949,7.195957,7.296978,7.397873,7.495944,7.595952,7.69591,7.79591,7.895932,7.99591,8.095914,8.195962,8.296944,8.397686,8.49598,8.595929,8.695904,8.795972,8.895927,8.995922,9.095956,9.195922,9.296963,9.397512,9.495976,9.595953,9.696085,9.795976,9.895992,9.996469,10.095915,10.195859,10.296967,10.397712,10.495922,10.595929,10.695894,10.795857,10.895867,10.997324,11.095827,11.19601,11.296835,11.39732,11.495839,11.596127,11.69582,11.796187,11.895821,11.996797,12.095834,12.196069,12.296839,12.402733,12.495832,12.596221,12.695934,12.796793,12.895811,12.996887,13.095892,13.19658,13.296949,13.397497,13.4958,13.59671,13.695796,13.796783,13.895834,13.996697,14.095806,14.196594,14.296826"
798,0,0,6,"0,64,0,192,0,0,,",12,"0.237598,0.737215,1.236933,1.736669,2.236272,11.560138,11.730001,12.230275,12.729341,13.229013,13.728684,14.228348"
798,0,0,6,"3,64,0,192,0,0,,",7,"2.366784,2.736371,3.235662,3.735376,4.235501,4.734626,5.2343"
798,0,0,6,"2,64,0,192,0,0,,",7,"5.604067,5.733979,6.234582,6.733319,7.233765,7.732612,8.232332"
798,0,0,6,"1,64,0,192,0,0,,",7,"8.681972,8.731939,9.231658,9.731325,10.231064,10.730659,11.230465"
802,0,0,8,"2,72,0,0,55,255,255,255",13,"0.974841,3.174808,6.475827,6.574757,6.774757,6.974783,7.974788,8.574741,9.475853,9.87524,10.874911,12.774703,14.175556"
