ID,Extended,RTR,Length,Data,Count,Timestamps
706,0,0,4,"19,136,147,0,,,,",47,"0.184779,0.784784,0.98478,1.184774,1.384786,1.584777,1.784767,1.984879,2.184835,2.384746,2.584801,2.784761,2.984815,3.784793,3.984697,4.184675,4.984659,5.984657,6.184665,6.584664,6.784635,6.984627,7.184631,7.38463,7.784627,7.984629,8.384657,8.58487,8.784689,8.984645,9.184796,9.384612,9.584644,9.984607,10.184596,10.384639,10.584662,10.784609,10.984594,11.184595,11.584663,11.784721,11.984676,12.984576,13.184637,13.584677,13.984595"
706,0,0,4,"19,136,146,0,,,,",20,"0.38479,3.184842,3.384852,3.584874,4.385458,4.784659,5.184649,5.384835,5.584663,5.784659,6.38466,7.584602,8.184645,9.784608,11.38459,12.18459,12.384567,12.584686,13.384659,13.784637"
706,0,0,4,"19,136,145,0,,,,",2,"4.584677,12.784876"
706,0,0,4,"19,136,148,0,,,,",1,0.584878
707,0,0,8,"0,0,0,0,0,0,255,0",141,"0.075108,0.175117,0.27506,0.375131,0.475116,0.575225,0.675139,0.775125,0.875058,0.975102,1.075094,1.175114,1.275064,1.375106,1.475052,1.575157,1.675247,1.775173,1.875147,1.975176,2.07507,2.175098,2.27506,2.375074,2.475155,2.575192,2.675101,2.775114,2.87508,2.975098,3.075119,3.175129,3.275088,3.375141,3.475135,3.575237,3.675137,3.775153,3.875104,3.975122,4.075105,4.175031,4.275004,4.375045,4.475018,4.575147,4.675042,4.774995,4.874995,4.975118,5.075131,5.175112,5.274974,5.375005,5.475021,5.575129,5.674988,5.775011,5.874987,5.975019,6.07507,6.175025,6.274984,6.375031,6.475805,6.575127,6.675051,6.775004,6.875001,6.975026,7.075061,7.174981,7.274998,7.375,7.475586,7.575172,7.675025,7.774978,7.875009,7.975039,8.075076,8.17519,8.275153,8.375137,8.47538,8.575177,8.675045,8.775055,8.874959,8.974996,9.074989,9.174994,9.274945,9.375,9.475135,9.575054,9.674977,9.77499,9.874937,9.974989,10.07498,10.17497,10.274952,10.375029,10.475007,10.575067,10.67498,10.774966,10.874964,10.974997,11.074992,11.175023,11.274956,11.375107,11.475116,11.575178,11.675072,11.775012,11.874953,11.974988,12.074963,12.174968,12.274915,12.374962,12.474987,12.575048,12.674988,12.774995,12.874973,12.975001,13.075001,13.175015,13.275005,13.375021,13.475074,13.575127,13.67498,13.774974,13.874923,13.974987,14.074915"
709,0,0,8,"1,91,1,29,5,0,0,0",7,"0.568896,2.567944,4.568053,6.566967,8.56705,10.566924,12.566922"
710,0,0,8,"125,31,17,31,0,179,0,1",7,"0.586828,2.585761,4.585634,6.585621,8.585827,10.585623,12.585646"
711,0,0,8,"1,0,0,0,0,0,0,0",7,"0.607002,2.606045,4.606024,6.606021,8.60617,10.606036,12.606163"
720,0,0,6,"0,1,0,3,0,67,,",28,"0.235937,0.73696,1.235876,1.739328,2.236879,2.737908,3.236943,3.737991,4.236761,4.738218,5.237543,5.73847,6.238108,6.739151,7.237592,7.739141,8.237671,8.739011,9.237941,9.739483,10.238334,10.739604,11.238832,11.740078,12.238919,12.740691,13.239048,13.740758"
726,0,0,8,"0,0,0,0,0,0,0,0",70,"0.195701,0.396657,0.596774,0.796631,0.996636,1.196639,1.396633,1.596723,1.796631,1.996631,2.196617,2.39671,2.596847,2.796631,2.996648,3.196689,3.396681,3.596856,3.79679,3.996758,4.19674,4.396796,4.597696,4.798474,4.996954,5.197081,5.397064,5.59712,5.797256,5.997224,6.197281,6.39756,6.59771,6.797441,6.997505,7.197548,7.397606,7.597659,7.797721,7.998139,8.198074,8.397879,8.597938,8.79807,8.998043,9.198098,9.398305,9.598929,9.798286,9.998526,10.198368,10.398421,10.598492,10.798534,10.998584,11.198644,11.398695,11.598778,11.798886,11.998861,12.19891,12.398989,12.599019,12.799074,12.999151,13.19918,13.399241,13.59931,13.79935,13.999401"
727,0,0,8,"32,0,0,0,0,0,0,0",70,"0.157442,0.357317,0.558121,0.757572,0.957488,1.157886,1.357882,1.558063,1.757709,1.957765,2.157815,2.357867,2.558084,2.759577,2.958362,3.15843,3.35815,3.558206,3.758571,3.958306,4.158359,4.358718,4.55847,4.758526,4.958583,5.158633,5.35869,5.559091,5.758797,5.958853,6.158956,6.358967,6.559019,6.759112,6.959143,7.159329,7.359244,7.559294,7.759348,7.959495,8.159455,8.359514,8.559681,8.759625,8.959681,9.159907,9.359786,9.559997,9.760047,9.959951,10.160013,10.360273,10.560115,10.760176,10.960276,11.160276,11.36034,11.56058,11.760443,11.960501,12.160732,12.360612,12.560667,12.761031,12.962367,13.160835,13.360956,13.560939,13.760992,13.961255"
