ID,Extended,RTR,Length,Data,Count,Timestamps
760,0,0,8,"255,255,255,0,32,37,40,0",14,"0.422554,1.422442,2.422431,3.422441,4.422425,5.422813,6.422883,7.42346,8.422418,9.422469,10.42242,11.422355,12.422449,13.422348"
761,0,0,2,"0,0,,,,,,",28,"0.429641,0.929607,1.429092,1.928814,2.428614,2.928649,3.428809,3.927715,4.427437,4.92716,5.426892,5.926614,6.426344,6.926065,7.425788,7.925512,8.425234,8.924966,9.425672,9.924409,10.424624,10.923866,11.424567,11.923317,12.423669,12.922853,13.422888,13.92255"
762,0,0,8,"0,1,0,24,0,0,0,0",28,"0.353408,0.853208,1.353155,1.853085,2.353174,2.853066,3.353133,3.853153,4.353175,4.853123,5.353175,5.853112,6.353171,6.853092,7.353142,7.853072,8.353161,8.85306,9.353127,9.853251,10.353266,10.853449,11.353107,11.853746,12.353113,12.853924,13.353154,13.853926"
767,0,0,8,"0,142,0,0,255,255,255,255",140,"0.092548,0.192616,0.292654,0.394522,0.492614,0.592608,0.692668,0.792582,0.892618,0.992576,1.092587,1.192608,1.292604,1.393238,1.492539,1.592497,1.692655,1.792604,1.892613,1.992519,2.092543,2.192539,2.292569,2.393675,2.492509,2.592491,2.69256,2.792489,2.892509,2.992508,3.092506,3.192542,3.292573,3.392896,3.492496,3.5925,3.69253,3.792477,3.892514,3.992474,4.092516,4.192589,4.292584,4.396512,4.492544,4.592565,4.692552,4.79252,4.89261,4.99341,5.092649,5.192604,5.292533,5.393476,5.49257,5.592551,5.692573,5.792879,5.892541,5.992522,6.092559,6.192549,6.292597,6.396057,6.492502,6.592543,6.692514,6.792512,6.892544,6.99253,7.092518,7.192548,7.292568,7.392721,7.49254,7.59251,7.692513,7.792527,7.892534,7.992501,8.092532,8.1926,8.292654,8.394679,8.492482,8.592469,8.692522,8.792467,8.892475,8.992488,9.092477,9.192504,9.292575,9.392724,9.492493,9.59252,9.692486,9.792501,9.892837,9.993131,10.09253,10.192526,10.292588,10.398727,10.492645,10.5925,10.692761,10.792469,10.892772,10.992727,11.092872,11.192496,11.292946,11.393583,11.492931,11.592533,11.692971,11.792442,11.893032,11.99256,12.093076,12.192439,12.293139,12.398822,12.493253,12.592467,12.694228,12.792434,12.893368,12.992837,13.093083,13.192449,13.292466,13.392982,13.492455,13.59244,13.692459,13.792459,13.892436,13.992675"
769,0,0,8,"0,0,0,0,0,0,0,0",14,"0.381939,1.382207,2.381073,3.381193,4.381084,5.380978,6.381636,7.381076,8.381197,9.381172,10.382283,11.381888,12.3815,13.38127"
770,0,0,8,"0,2,0,0,8,0,0,0",18,"0.382932,1.3832,2.382073,2.94913,3.383183,4.383073,5.381979,5.708155,6.383555,7.382155,8.382245,8.438249,9.38302,10.384201,11.228192,11.383805,12.383422,13.382271"
770,0,0,8,"0,2,0,4,8,0,0,0",4,"2.919107,5.678584,8.409229,11.198352"
774,0,0,8,"0,0,0,0,0,0,0,0",14,"0.472475,1.47238,2.472384,3.472363,4.47292,5.472539,6.472451,7.472451,8.472435,9.472437,10.472414,11.472345,12.47233,13.472313"
778,0,0,8,"132,128,0,126,252,15,0,103",14,"0.482491,1.482494,2.482422,3.482402,4.482431,5.482441,6.48236,7.482347,8.48245,9.482766,10.482662,11.482938,12.483216,13.482371"
781,0,0,4,"0,0,0,0,,,,",14,"0.38361,1.383883,2.382751,3.383866,4.383755,5.382656,6.384234,7.382838,8.382923,9.383698,10.384884,11.384487,12.3841,13.382953"
782,0,0,8,"68,109,28,9,7,255,7,255",14,"0.235731,1.235519,2.235304,3.235074,4.234865,5.234628,6.23439,7.234163,8.23397,9.233772,10.233472,11.233249,12.23308,13.233077"
783,0,0,7,"5,10,10,10,10,106,1,",14,"0.384477,1.385674,2.383617,3.384729,4.384617,5.383524,6.3851,7.38463,8.383791,9.385491,10.385748,11.385349,12.384962,13.384741"
785,0,0,8,"3,254,3,254,3,254,0,0",14,"0.293623,1.293573,2.293534,3.293542,4.293553,5.293502,6.293561,7.293533,8.293619,9.293541,10.293557,11.293915,12.294108,13.294356"
791,0,0,8,"0,0,0,0,0,64,2,0",14,"0.386379,1.386647,2.38552,3.386631,4.38652,5.385426,6.38705,7.386458,8.385693,9.386467,10.387698,11.387303,12.386916,13.385719"
792,0,0,8,"0,0,0,0,0,0,255,0",140,"0.093552,0.193625,0.294631,0.396507,0.493622,0.593616,0.693676,0.79359,0.893627,0.993585,1.093592,1.193616,1.294581,1.39516,1.493544,1.593502,1.694629,1.793612,1.893618,1.993528,2.093547,2.193547,2.294542,2.395652,2.493518,2.5935,2.693569,2.793497,2.893517,2.993521,3.093514,3.19355,3.29455,3.394814,3.493505,3.593509,3.693535,3.793486,3.893522,3.993483,4.093524,4.19446,4.294648,4.398429,4.493548,4.593597,4.693557,4.793529,4.893615,4.995396,5.093658,5.193608,5.29451,5.395455,5.493579,5.593559,5.693581,5.793888,5.89355,5.99353,6.093568,6.193557,6.29457,6.397975,6.49351,6.593551,6.693522,6.79352,6.893552,6.994514,7.093526,7.193556,7.294541,7.394643,7.493545,7.593531,7.69353,7.793535,7.893542,7.994481,8.093541,8.193608,8.294628,8.396669,8.493486,8.593478,8.693529,8.793475,8.893483,8.99447,9.093485,9.193512,9.295526,9.394642,9.493498,9.593528,9.693494,9.793541,9.893845,9.994139,10.093537,10.194492,10.294561,10.400614,10.493654,10.593508,10.694728,10.793477,10.893789,10.993735,11.09485,11.194462,11.294924,11.395501,11.493935,11.593542,11.694937,11.79345,11.894041,11.993569,12.094084,12.194408,12.295123,12.400823,12.494261,12.593476,12.695236,12.793442,12.894377,12.994826,13.09501,13.194415,13.295361,13.3949,13.494382,13.593448,13.694428,13.793467,13.894363,13.993679"
798,0,0,6,"0,64,0,192,0,0,,",12,"0.161964,0.66247,1.161354,1.661569,2.16136,2.660294,11.244548,11.65428,12.153901,12.653608,13.153275,13.653398"
798,0,0,6,"0,67,0,192,0,0,,",7,"2.970838,3.159921,3.659636,4.159255,4.658972,5.158629,5.658296"
798,0,0,6,"0,65,0,192,0,0,,",7,"8.446431,8.656244,9.155956,9.655626,10.15529,10.654955,11.154579"
798,0,0,6,"0,66,0,192,0,0,,",6,"5.728204,6.157966,6.657629,7.157294,7.656917,8.156628"
802,0,0,8,"2,70,0,0,55,255,255,255",12,"1.372355,3.072344,3.772343,4.372485,5.072428,7.072436,7.772507,8.372414,10.07249,10.272751,11.272716,13.072403"
802,0,0,8,"2,72,0,0,55,255,255,255",11,"0.072459,0.372484,4.67236,5.872502,6.672428,7.97294,8.572415,9.372423,10.772833,12.6723,13.772286"
